1 0.0009765625 0.010518744866970362
2 0.0019521713256835938 0.009264435563011538
3 0.002926827408373356 0.008888853602256613
4 0.0039005316784823663 0.008708288369487184
5 0.004873285065515098 0.00860217441690975
6 0.005845088498068306 0.008532339545730802
7 0.006815942903831911 0.008482896136794305
8 0.007785849209589888 0.008446051206332347
9 0.008754808341221148 0.008417533873299268
10 0.009722821223700424 0.008394807630049734
11 0.010689888781099154 0.008376271116424893
12 0.011656011936586361 0.008360863542570826
13 0.01262119161242954 0.008347854345802245
14 0.013585428729995526 0.008336723970761555
16 0.015511078971265305 0.008318677100609871
17 0.01647249393320743 0.008311260394490073
18 0.01743297001335078 0.008304674784196064
20 0.01935110919485281 0.008293494380546735
22 0.021265503840046038 0.008284360928856468
24 0.02317616125890688 0.008276759431263206
26 0.025083088747141418 0.008270334281107518
28 0.026986293586213263 0.008264832027604889
30 0.028885783043371374 0.00826006715082461
33 0.031728066750221065 0.008254007783731065
36 0.03456203158321517 0.008248962603103583
39 0.03738770189026171 0.00824469664872658
43 0.04114240165313546 0.008239937946796035
46 0.043948812352704106 0.008236913838858825
50 0.04767792029637308 0.008233447921656084
55 0.05231885726495304 0.008229826433713259
59 0.05601531758329146 0.008227372332960071
65 0.061532991592838024 0.008224258844812971
70 0.06610640884938727 0.008222072880468617
76 0.07156509953744143 0.008219830154400656
83 0.07789325880891909 0.008217624210777832
90 0.08417828570811602 0.00821576199669873
98 0.09130873547846073 0.008213960011798667
106 0.098383668642097 0.008212430416782891
116 0.10714992304425854 0.008210815502567113
126 0.11583094472206637 0.008209457234830003
137 0.125282613586677 0.008208192417556116
148 0.13463324516232913 0.008207115807778246
161 0.14555520479016174 0.008206033298901455
175 0.1571632036592006 0.00820504754016536
191 0.170236511767131 0.008204098050263814
207 0.1831070387605836 0.008203295449749052
225 0.19734790925798767 0.008202529058906675
245 0.21288011751141325 0.008201809672314299
266 0.2288655574159649 0.008201170810302708
289 0.2460011666238709 0.008200577690239973
314 0.2641952269279823 0.008200031594680631
341 0.2833520190123075 0.008199531789383641
371 0.30405295710958813 0.008199061806956724
403 0.3254752958095981 0.008198637646925234
438 0.3481516693040404 0.008198244712343445
477 0.37252278036976566 0.00819787481778519
518 0.3971618568308623 0.008197546028126532
563 0.42309249102482177 0.00819724029989455
612 0.450061191638579 0.008196958540907748
665 0.4778139650536038 0.008196700537025047
723 0.5065825286393102 0.008196461549711202
786 0.5360382489296535 0.008196241930086334
854 0.5658615815645401 0.008196041249269537
928 0.5961423413520309 0.008195856283943731
1009 0.6268717201503371 0.008195684928308154
1097 0.6576126202723196 0.008195527447954615
1192 0.6879622984617296 0.00819538354419803
1296 0.7181114174858907 0.008195250199974826
1408 0.7473302108927242 0.008195128630664756
1530 0.7757223893426017 0.008195016462012393
1663 0.8030522737294122 0.008194912931945767
1808 0.8290676958919236 0.008194817417470822
1965 0.8533758703591349 0.0081947298940252
2136 0.8759358722467704 0.008194649205382851
2322 0.8965519849239848 0.008194574933507328
2523 0.9149971957165937 0.008194506983933347
2743 0.9314382002280965 0.008194444026736258
2981 0.9456632882957754 0.008194386383162822
3240 0.9578115359459204 0.008194333276282478
3522 0.9679716438746392 0.008194284335676677
3828 0.9762484567551093 0.0081942393875501
4160 0.9828281683936257 0.008194198099784089
4522 0.9879437645417783 0.008194159990518176
4915 0.9917879268245322 0.00819412497327743
5342 0.9945891322343947 0.008194092766915502
5806 0.9965614045668112 0.00819406314069887
6311 0.9979005864127887 0.008194035847566058
6859 0.9987709514486797 0.008194010777409645
7455 0.9993134493631222 0.00819398769550385
8103 0.9996354884305221 0.008193966452599701
8807 0.9998167736306183 0.00819394691686143
9573 0.999913312473019 0.00819392892473635
10405 0.999961547911094 0.008193912383735907
11309 0.999984102383685 0.00819389717021735
12292 0.9999939155325333 0.008193883166823289
13360 0.9999978568839609 0.008193870288245945
14521 0.9999993107023981 0.008193858437271674
15783 0.9999997991317792 0.00819384753298326
17154 0.9999999473783455 0.008193837505178997
18645 0.9999999877397588 0.008193828273672906
20265 0.9999999974817673 0.00819381978327321
