0.005 0.002 0.16639333333333334 2.01 1.005 0.32904666666666665 4 1 600 0 0 0
2.005 0.802 1.5029266666666667 4.676666666666667 1.6716666666666666 1.6179466666666666 4.026666666666666 1.0133333333333334 592 8 0 0
4.005 1.602 2.597593333333333 8.01 2.505 2.42762 4.036666666666667 1.0183333333333333 589 11 0 0
9.985 3.994 5.719833333333333 16.65 4.665 4.689746666666667 4.133333333333334 1.0666666666666667 561 38 1 0
19.961666666666666 7.984666666666667 11.113673333333335 31.94333333333333 8.488333333333333 8.7143 4.07 1.035 579 21 0 0
29.93166666666667 11.972666666666665 16.471086666666665 46.57 12.145 12.738573333333333 4.06 1.03 582 18 0 0
39.895 15.958 21.858073333333333 61.85 15.965 16.763560000000002 4.083333333333333 1.0416666666666667 577 21 2 0
49.858333333333334 19.94333333333333 27.211726666666667 76.46333333333334 19.618333333333332 20.784200000000002 4.07 1.035 579 21 0 0
59.821666666666665 23.92866666666667 32.598713333333336 91.74333333333334 23.438333333333333 24.807913333333335 4.07 1.0333333333333334 580 20 0 0
69.80166666666666 27.92066666666667 37.96143333333333 106.38333333333334 27.098333333333333 28.83694 4.093333333333334 1.0466666666666666 572 28 0 0
79.77833333333334 31.91133333333333 43.35527333333333 121.67666666666666 30.921666666666667 32.86496666666667 4.08 1.04 576 24 0 0
89.74833333333333 35.89933333333334 48.71268666666667 136.30333333333334 34.57833333333333 36.891666666666666 4.1 1.0483333333333333 571 29 0 0
99.71166666666667 39.88466666666666 54.099673333333335 151.58333333333334 38.39833333333333 40.91064 4.05 1.0233333333333334 586 14 0 0
